iin	V(n001)	I(Iin)
5.796000000000669e-005	1.854221e+000	5.796000e-005
5.797000000000669e-005	1.853977e+000	5.797000e-005
5.798000000000669e-005	1.853732e+000	5.798000e-005
5.799000000000669e-005	1.853487e+000	5.799000e-005
5.800000000000670e-005	1.853242e+000	5.800000e-005
5.801000000000670e-005	1.852998e+000	5.801000e-005
5.802000000000670e-005	1.852753e+000	5.802000e-005
5.803000000000670e-005	1.852508e+000	5.803000e-005
5.804000000000670e-005	1.852264e+000	5.804000e-005
5.805000000000670e-005	1.852019e+000	5.805000e-005
5.806000000000671e-005	1.851774e+000	5.806000e-005
5.807000000000671e-005	1.851530e+000	5.807000e-005
5.808000000000671e-005	1.851285e+000	5.808000e-005
5.809000000000671e-005	1.851040e+000	5.809000e-005
5.810000000000671e-005	1.850796e+000	5.810000e-005
5.811000000000671e-005	1.850551e+000	5.811000e-005
5.812000000000671e-005	1.850307e+000	5.812000e-005
5.813000000000672e-005	1.850062e+000	5.813000e-005
5.814000000000672e-005	1.849818e+000	5.814000e-005
5.815000000000672e-005	1.849573e+000	5.815000e-005
5.816000000000672e-005	1.849329e+000	5.816000e-005
5.817000000000672e-005	1.849084e+000	5.817000e-005
5.818000000000672e-005	1.848840e+000	5.818000e-005
5.819000000000673e-005	1.848595e+000	5.819000e-005
5.820000000000673e-005	1.848351e+000	5.820000e-005
5.821000000000673e-005	1.848106e+000	5.821000e-005
5.822000000000673e-005	1.847862e+000	5.822000e-005
5.823000000000673e-005	1.847618e+000	5.823000e-005
5.824000000000673e-005	1.847373e+000	5.824000e-005
5.825000000000674e-005	1.847129e+000	5.825000e-005
5.826000000000674e-005	1.846884e+000	5.826000e-005
5.827000000000674e-005	1.846640e+000	5.827000e-005
5.828000000000674e-005	1.846396e+000	5.828000e-005
5.829000000000674e-005	1.846151e+000	5.829000e-005
5.830000000000674e-005	1.845907e+000	5.830000e-005
5.831000000000675e-005	1.845663e+000	5.831000e-005
5.832000000000675e-005	1.845419e+000	5.832000e-005
5.833000000000675e-005	1.845174e+000	5.833000e-005
5.834000000000675e-005	1.844930e+000	5.834000e-005
5.835000000000675e-005	1.844686e+000	5.835000e-005
5.836000000000675e-005	1.844442e+000	5.836000e-005
5.837000000000675e-005	1.844198e+000	5.837000e-005
5.838000000000676e-005	1.843953e+000	5.838000e-005
5.839000000000676e-005	1.843709e+000	5.839000e-005
5.840000000000676e-005	1.843465e+000	5.840000e-005
5.841000000000676e-005	1.843221e+000	5.841000e-005
5.842000000000676e-005	1.842977e+000	5.842000e-005
5.843000000000676e-005	1.842733e+000	5.843000e-005
5.844000000000677e-005	1.842489e+000	5.844000e-005
5.845000000000677e-005	1.842245e+000	5.845000e-005
5.846000000000677e-005	1.842000e+000	5.846000e-005
5.847000000000677e-005	1.841756e+000	5.847000e-005
5.848000000000677e-005	1.841512e+000	5.848000e-005
5.849000000000677e-005	1.841268e+000	5.849000e-005
5.850000000000678e-005	1.841024e+000	5.850000e-005
5.851000000000678e-005	1.840780e+000	5.851000e-005
5.852000000000678e-005	1.840536e+000	5.852000e-005
5.853000000000678e-005	1.840292e+000	5.853000e-005
5.854000000000678e-005	1.840048e+000	5.854000e-005
5.855000000000678e-005	1.839805e+000	5.855000e-005
5.856000000000679e-005	1.839561e+000	5.856000e-005
5.857000000000679e-005	1.839317e+000	5.857000e-005
5.858000000000679e-005	1.839073e+000	5.858000e-005
5.859000000000679e-005	1.838829e+000	5.859000e-005
5.860000000000679e-005	1.838585e+000	5.860000e-005
5.861000000000679e-005	1.838341e+000	5.861000e-005
5.862000000000679e-005	1.838097e+000	5.862000e-005
5.863000000000680e-005	1.837854e+000	5.863000e-005
5.864000000000680e-005	1.837610e+000	5.864000e-005
5.865000000000680e-005	1.837366e+000	5.865000e-005
5.866000000000680e-005	1.837122e+000	5.866000e-005
5.867000000000680e-005	1.836879e+000	5.867000e-005
5.868000000000680e-005	1.836635e+000	5.868000e-005
5.869000000000681e-005	1.836391e+000	5.869000e-005
5.870000000000681e-005	1.836147e+000	5.870000e-005
5.871000000000681e-005	1.835904e+000	5.871000e-005
5.872000000000681e-005	1.835660e+000	5.872000e-005
5.873000000000681e-005	1.835416e+000	5.873000e-005
5.874000000000681e-005	1.835173e+000	5.874000e-005
5.875000000000682e-005	1.834929e+000	5.875000e-005
5.876000000000682e-005	1.834685e+000	5.876000e-005
5.877000000000682e-005	1.834442e+000	5.877000e-005
5.878000000000682e-005	1.834198e+000	5.878000e-005
5.879000000000682e-005	1.833955e+000	5.879000e-005
5.880000000000682e-005	1.833711e+000	5.880000e-005
5.881000000000683e-005	1.833467e+000	5.881000e-005
5.882000000000683e-005	1.833224e+000	5.882000e-005
5.883000000000683e-005	1.832980e+000	5.883000e-005
5.884000000000683e-005	1.832737e+000	5.884000e-005
5.885000000000683e-005	1.832493e+000	5.885000e-005
5.886000000000683e-005	1.832250e+000	5.886000e-005
5.887000000000683e-005	1.832006e+000	5.887000e-005
5.888000000000684e-005	1.831763e+000	5.888000e-005
5.889000000000684e-005	1.831520e+000	5.889000e-005
5.890000000000684e-005	1.831276e+000	5.890000e-005
5.891000000000684e-005	1.831033e+000	5.891000e-005
5.892000000000684e-005	1.830789e+000	5.892000e-005
5.893000000000684e-005	1.830546e+000	5.893000e-005
5.894000000000685e-005	1.830303e+000	5.894000e-005
5.895000000000685e-005	1.830059e+000	5.895000e-005
5.896000000000685e-005	1.829816e+000	5.896000e-005
5.897000000000685e-005	1.829573e+000	5.897000e-005
5.898000000000685e-005	1.829329e+000	5.898000e-005
5.899000000000685e-005	1.829086e+000	5.899000e-005
5.900000000000686e-005	1.828843e+000	5.900000e-005
5.901000000000686e-005	1.828599e+000	5.901000e-005
5.902000000000686e-005	1.828356e+000	5.902000e-005
5.903000000000686e-005	1.828113e+000	5.903000e-005
5.904000000000686e-005	1.827870e+000	5.904000e-005
5.905000000000686e-005	1.827627e+000	5.905000e-005
5.906000000000687e-005	1.827383e+000	5.906000e-005
5.907000000000687e-005	1.827140e+000	5.907000e-005
5.908000000000687e-005	1.826897e+000	5.908000e-005
5.909000000000687e-005	1.826654e+000	5.909000e-005
5.910000000000687e-005	1.826411e+000	5.910000e-005
5.911000000000687e-005	1.826168e+000	5.911000e-005
5.912000000000687e-005	1.825925e+000	5.912000e-005
5.913000000000688e-005	1.825681e+000	5.913000e-005
5.914000000000688e-005	1.825438e+000	5.914000e-005
5.915000000000688e-005	1.825195e+000	5.915000e-005
5.916000000000688e-005	1.824952e+000	5.916000e-005
5.917000000000688e-005	1.824709e+000	5.917000e-005
5.918000000000688e-005	1.824466e+000	5.918000e-005
5.919000000000689e-005	1.824223e+000	5.919000e-005
5.920000000000689e-005	1.823980e+000	5.920000e-005
5.921000000000689e-005	1.823737e+000	5.921000e-005
5.922000000000689e-005	1.823494e+000	5.922000e-005
5.923000000000689e-005	1.823251e+000	5.923000e-005
5.924000000000689e-005	1.823008e+000	5.924000e-005
5.925000000000690e-005	1.822765e+000	5.925000e-005
5.926000000000690e-005	1.822523e+000	5.926000e-005
5.927000000000690e-005	1.822280e+000	5.927000e-005
5.928000000000690e-005	1.822037e+000	5.928000e-005
5.929000000000690e-005	1.821794e+000	5.929000e-005
5.930000000000690e-005	1.821551e+000	5.930000e-005
5.931000000000691e-005	1.821308e+000	5.931000e-005
5.932000000000691e-005	1.821065e+000	5.932000e-005
5.933000000000691e-005	1.820823e+000	5.933000e-005
5.934000000000691e-005	1.820580e+000	5.934000e-005
5.935000000000691e-005	1.820337e+000	5.935000e-005
5.936000000000691e-005	1.820094e+000	5.936000e-005
5.937000000000691e-005	1.819852e+000	5.937000e-005
5.938000000000692e-005	1.819609e+000	5.938000e-005
5.939000000000692e-005	1.819366e+000	5.939000e-005
5.940000000000692e-005	1.819123e+000	5.940000e-005
5.941000000000692e-005	1.818881e+000	5.941000e-005
5.942000000000692e-005	1.818638e+000	5.942000e-005
5.943000000000692e-005	1.818395e+000	5.943000e-005
5.944000000000693e-005	1.818153e+000	5.944000e-005
5.945000000000693e-005	1.817910e+000	5.945000e-005
5.946000000000693e-005	1.817667e+000	5.946000e-005
5.947000000000693e-005	1.817425e+000	5.947000e-005
5.948000000000693e-005	1.817182e+000	5.948000e-005
5.949000000000693e-005	1.816940e+000	5.949000e-005
5.950000000000694e-005	1.816697e+000	5.950000e-005
5.951000000000694e-005	1.816455e+000	5.951000e-005
5.952000000000694e-005	1.816212e+000	5.952000e-005
5.953000000000694e-005	1.815970e+000	5.953000e-005
5.954000000000694e-005	1.815727e+000	5.954000e-005
5.955000000000694e-005	1.815485e+000	5.955000e-005
5.956000000000695e-005	1.815242e+000	5.956000e-005
5.957000000000695e-005	1.815000e+000	5.957000e-005
5.958000000000695e-005	1.814757e+000	5.958000e-005
5.959000000000695e-005	1.814515e+000	5.959000e-005
5.960000000000695e-005	1.814272e+000	5.960000e-005
5.961000000000695e-005	1.814030e+000	5.961000e-005
5.962000000000695e-005	1.813788e+000	5.962000e-005
5.963000000000696e-005	1.813545e+000	5.963000e-005
5.964000000000696e-005	1.813303e+000	5.964000e-005
5.965000000000696e-005	1.813060e+000	5.965000e-005
5.966000000000696e-005	1.812818e+000	5.966000e-005
5.967000000000696e-005	1.812576e+000	5.967000e-005
5.968000000000696e-005	1.812333e+000	5.968000e-005
5.969000000000697e-005	1.812091e+000	5.969000e-005
5.970000000000697e-005	1.811849e+000	5.970000e-005
5.971000000000697e-005	1.811607e+000	5.971000e-005
5.972000000000697e-005	1.811364e+000	5.972000e-005
5.973000000000697e-005	1.811122e+000	5.973000e-005
5.974000000000697e-005	1.810880e+000	5.974000e-005
5.975000000000698e-005	1.810638e+000	5.975000e-005
5.976000000000698e-005	1.810395e+000	5.976000e-005
5.977000000000698e-005	1.810153e+000	5.977000e-005
5.978000000000698e-005	1.809911e+000	5.978000e-005
5.979000000000698e-005	1.809669e+000	5.979000e-005
5.980000000000698e-005	1.809427e+000	5.980000e-005
5.981000000000699e-005	1.809185e+000	5.981000e-005
5.982000000000699e-005	1.808943e+000	5.982000e-005
5.983000000000699e-005	1.808701e+000	5.983000e-005
5.984000000000699e-005	1.808458e+000	5.984000e-005
5.985000000000699e-005	1.808216e+000	5.985000e-005
5.986000000000699e-005	1.807974e+000	5.986000e-005
5.987000000000699e-005	1.807732e+000	5.987000e-005
5.988000000000700e-005	1.807490e+000	5.988000e-005
5.989000000000700e-005	1.807248e+000	5.989000e-005
5.990000000000700e-005	1.807006e+000	5.990000e-005
5.991000000000700e-005	1.806764e+000	5.991000e-005
5.992000000000700e-005	1.806522e+000	5.992000e-005
5.993000000000700e-005	1.806280e+000	5.993000e-005
5.994000000000701e-005	1.806038e+000	5.994000e-005
5.995000000000701e-005	1.805797e+000	5.995000e-005
5.996000000000701e-005	1.805555e+000	5.996000e-005
5.997000000000701e-005	1.805313e+000	5.997000e-005
5.998000000000701e-005	1.805071e+000	5.998000e-005
5.999000000000701e-005	1.804829e+000	5.999000e-005
6.000000000000702e-005	1.804587e+000	6.000000e-005
6.001000000000702e-005	1.804345e+000	6.001000e-005
6.002000000000702e-005	1.804103e+000	6.002000e-005
6.003000000000702e-005	1.803862e+000	6.003000e-005
6.004000000000702e-005	1.803620e+000	6.004000e-005
6.005000000000702e-005	1.803378e+000	6.005000e-005
6.006000000000703e-005	1.803136e+000	6.006000e-005
6.007000000000703e-005	1.802894e+000	6.007000e-005
6.008000000000703e-005	1.802653e+000	6.008000e-005
6.009000000000703e-005	1.802411e+000	6.009000e-005
6.010000000000703e-005	1.802169e+000	6.010000e-005
6.011000000000703e-005	1.801928e+000	6.011000e-005
6.012000000000703e-005	1.801686e+000	6.012000e-005
6.013000000000704e-005	1.801444e+000	6.013000e-005
6.014000000000704e-005	1.801203e+000	6.014000e-005
6.015000000000704e-005	1.800961e+000	6.015000e-005
6.016000000000704e-005	1.800719e+000	6.016000e-005
6.017000000000704e-005	1.800478e+000	6.017000e-005
6.018000000000704e-005	1.800236e+000	6.018000e-005
6.019000000000705e-005	1.799994e+000	6.019000e-005
6.020000000000705e-005	1.799753e+000	6.020000e-005
6.021000000000705e-005	1.799511e+000	6.021000e-005
6.022000000000705e-005	1.799270e+000	6.022000e-005
6.023000000000705e-005	1.799028e+000	6.023000e-005
6.024000000000705e-005	1.798787e+000	6.024000e-005
6.025000000000706e-005	1.798545e+000	6.025000e-005
6.026000000000706e-005	1.798304e+000	6.026000e-005
6.027000000000706e-005	1.798062e+000	6.027000e-005
6.028000000000706e-005	1.797821e+000	6.028000e-005
6.029000000000706e-005	1.797579e+000	6.029000e-005
6.030000000000706e-005	1.797338e+000	6.030000e-005
6.031000000000707e-005	1.797096e+000	6.031000e-005
6.032000000000707e-005	1.796855e+000	6.032000e-005
6.033000000000707e-005	1.796614e+000	6.033000e-005
6.034000000000707e-005	1.796372e+000	6.034000e-005
6.035000000000707e-005	1.796131e+000	6.035000e-005
6.036000000000707e-005	1.795889e+000	6.036000e-005
6.037000000000707e-005	1.795648e+000	6.037000e-005
6.038000000000708e-005	1.795407e+000	6.038000e-005
6.039000000000708e-005	1.795166e+000	6.039000e-005
6.040000000000708e-005	1.794924e+000	6.040000e-005
6.041000000000708e-005	1.794683e+000	6.041000e-005
6.042000000000708e-005	1.794442e+000	6.042000e-005
6.043000000000708e-005	1.794200e+000	6.043000e-005
6.044000000000709e-005	1.793959e+000	6.044000e-005
6.045000000000709e-005	1.793718e+000	6.045000e-005
6.046000000000709e-005	1.793477e+000	6.046000e-005
6.047000000000709e-005	1.793236e+000	6.047000e-005
6.048000000000709e-005	1.792994e+000	6.048000e-005
6.049000000000709e-005	1.792753e+000	6.049000e-005
6.050000000000710e-005	1.792512e+000	6.050000e-005
6.051000000000710e-005	1.792271e+000	6.051000e-005
6.052000000000710e-005	1.792030e+000	6.052000e-005
6.053000000000710e-005	1.791789e+000	6.053000e-005
6.054000000000710e-005	1.791548e+000	6.054000e-005
6.055000000000710e-005	1.791306e+000	6.055000e-005
6.056000000000710e-005	1.791065e+000	6.056000e-005
6.057000000000711e-005	1.790824e+000	6.057000e-005
6.058000000000711e-005	1.790583e+000	6.058000e-005
6.059000000000711e-005	1.790342e+000	6.059000e-005
6.060000000000711e-005	1.790101e+000	6.060000e-005
6.061000000000711e-005	1.789860e+000	6.061000e-005
6.062000000000711e-005	1.789619e+000	6.062000e-005
6.063000000000712e-005	1.789378e+000	6.063000e-005
6.064000000000712e-005	1.789137e+000	6.064000e-005
6.065000000000712e-005	1.788896e+000	6.065000e-005
6.066000000000712e-005	1.788655e+000	6.066000e-005
6.067000000000712e-005	1.788414e+000	6.067000e-005
6.068000000000712e-005	1.788173e+000	6.068000e-005
6.069000000000713e-005	1.787933e+000	6.069000e-005
6.070000000000713e-005	1.787692e+000	6.070000e-005
6.071000000000713e-005	1.787451e+000	6.071000e-005
6.072000000000713e-005	1.787210e+000	6.072000e-005
6.073000000000713e-005	1.786969e+000	6.073000e-005
6.074000000000713e-005	1.786728e+000	6.074000e-005
6.075000000000714e-005	1.786487e+000	6.075000e-005
6.076000000000714e-005	1.786247e+000	6.076000e-005
6.077000000000714e-005	1.786006e+000	6.077000e-005
6.078000000000714e-005	1.785765e+000	6.078000e-005
6.079000000000714e-005	1.785524e+000	6.079000e-005
6.080000000000714e-005	1.785284e+000	6.080000e-005
6.081000000000714e-005	1.785043e+000	6.081000e-005
6.082000000000715e-005	1.784802e+000	6.082000e-005
6.083000000000715e-005	1.784561e+000	6.083000e-005
6.084000000000715e-005	1.784321e+000	6.084000e-005
6.085000000000715e-005	1.784080e+000	6.085000e-005
6.086000000000715e-005	1.783839e+000	6.086000e-005
6.087000000000715e-005	1.783599e+000	6.087000e-005
6.088000000000716e-005	1.783358e+000	6.088000e-005
6.089000000000716e-005	1.783117e+000	6.089000e-005
6.090000000000716e-005	1.782877e+000	6.090000e-005
6.091000000000716e-005	1.782636e+000	6.091000e-005
6.092000000000716e-005	1.782396e+000	6.092000e-005
6.093000000000716e-005	1.782155e+000	6.093000e-005
6.094000000000717e-005	1.781915e+000	6.094000e-005
6.095000000000717e-005	1.781674e+000	6.095000e-005
6.096000000000717e-005	1.781433e+000	6.096000e-005
6.097000000000717e-005	1.781193e+000	6.097000e-005
6.098000000000717e-005	1.780952e+000	6.098000e-005
6.099000000000717e-005	1.780712e+000	6.099000e-005
6.100000000000718e-005	1.780471e+000	6.100000e-005
6.101000000000718e-005	1.780231e+000	6.101000e-005
6.102000000000718e-005	1.779991e+000	6.102000e-005
6.103000000000718e-005	1.779750e+000	6.103000e-005
6.104000000000718e-005	1.779510e+000	6.104000e-005
6.105000000000718e-005	1.779269e+000	6.105000e-005
6.106000000000717e-005	1.779029e+000	6.106000e-005
6.107000000000717e-005	1.778789e+000	6.107000e-005
6.108000000000716e-005	1.778548e+000	6.108000e-005
6.109000000000716e-005	1.778308e+000	6.109000e-005
6.110000000000715e-005	1.778067e+000	6.110000e-005
6.111000000000715e-005	1.777827e+000	6.111000e-005
6.112000000000714e-005	1.777587e+000	6.112000e-005
6.113000000000714e-005	1.777347e+000	6.113000e-005
6.114000000000713e-005	1.777106e+000	6.114000e-005
6.115000000000712e-005	1.776866e+000	6.115000e-005
6.116000000000712e-005	1.776626e+000	6.116000e-005
6.117000000000711e-005	1.776386e+000	6.117000e-005
6.118000000000711e-005	1.776145e+000	6.118000e-005
6.119000000000710e-005	1.775905e+000	6.119000e-005
6.120000000000710e-005	1.775665e+000	6.120000e-005
6.121000000000709e-005	1.775425e+000	6.121000e-005
6.122000000000709e-005	1.775185e+000	6.122000e-005
6.123000000000708e-005	1.774944e+000	6.123000e-005
6.124000000000708e-005	1.774704e+000	6.124000e-005
6.125000000000707e-005	1.774464e+000	6.125000e-005
6.126000000000707e-005	1.774224e+000	6.126000e-005
6.127000000000706e-005	1.773984e+000	6.127000e-005
6.128000000000706e-005	1.773744e+000	6.128000e-005
6.129000000000705e-005	1.773504e+000	6.129000e-005
6.130000000000705e-005	1.773264e+000	6.130000e-005
6.131000000000704e-005	1.773023e+000	6.131000e-005
6.132000000000704e-005	1.772784e+000	6.132000e-005
6.133000000000703e-005	1.772543e+000	6.133000e-005
6.134000000000703e-005	1.772303e+000	6.134000e-005
6.135000000000702e-005	1.772063e+000	6.135000e-005
6.136000000000702e-005	1.771824e+000	6.136000e-005
6.137000000000701e-005	1.771584e+000	6.137000e-005
6.138000000000701e-005	1.771344e+000	6.138000e-005
6.139000000000700e-005	1.771104e+000	6.139000e-005
6.140000000000700e-005	1.770864e+000	6.140000e-005
6.141000000000699e-005	1.770624e+000	6.141000e-005
6.142000000000698e-005	1.770384e+000	6.142000e-005
6.143000000000698e-005	1.770144e+000	6.143000e-005
6.144000000000697e-005	1.769904e+000	6.144000e-005
6.145000000000697e-005	1.769664e+000	6.145000e-005
6.146000000000696e-005	1.769424e+000	6.146000e-005
6.147000000000696e-005	1.769185e+000	6.147000e-005
6.148000000000695e-005	1.768945e+000	6.148000e-005
6.149000000000695e-005	1.768705e+000	6.149000e-005
6.150000000000694e-005	1.768465e+000	6.150000e-005
6.151000000000694e-005	1.768225e+000	6.151000e-005
6.152000000000693e-005	1.767986e+000	6.152000e-005
6.153000000000693e-005	1.767746e+000	6.153000e-005
6.154000000000692e-005	1.767506e+000	6.154000e-005
6.155000000000692e-005	1.767266e+000	6.155000e-005
6.156000000000691e-005	1.767027e+000	6.156000e-005
6.157000000000691e-005	1.766787e+000	6.157000e-005
6.158000000000690e-005	1.766547e+000	6.158000e-005
6.159000000000690e-005	1.766308e+000	6.159000e-005
6.160000000000689e-005	1.766068e+000	6.160000e-005
6.161000000000689e-005	1.765828e+000	6.161000e-005
6.162000000000688e-005	1.765589e+000	6.162000e-005
6.163000000000688e-005	1.765349e+000	6.163000e-005
6.164000000000687e-005	1.765109e+000	6.164000e-005
6.165000000000687e-005	1.764870e+000	6.165000e-005
6.166000000000686e-005	1.764630e+000	6.166000e-005
6.167000000000686e-005	1.764391e+000	6.167000e-005
6.168000000000685e-005	1.764151e+000	6.168000e-005
6.169000000000685e-005	1.763911e+000	6.169000e-005
6.170000000000684e-005	1.763672e+000	6.170000e-005
6.171000000000683e-005	1.763433e+000	6.171000e-005
6.172000000000683e-005	1.763193e+000	6.172000e-005
6.173000000000682e-005	1.762954e+000	6.173000e-005
6.174000000000682e-005	1.762714e+000	6.174000e-005
6.175000000000681e-005	1.762475e+000	6.175000e-005
6.176000000000681e-005	1.762235e+000	6.176000e-005
6.177000000000680e-005	1.761996e+000	6.177000e-005
6.178000000000680e-005	1.761756e+000	6.178000e-005
6.179000000000679e-005	1.761517e+000	6.179000e-005
6.180000000000679e-005	1.761277e+000	6.180000e-005
6.181000000000678e-005	1.761038e+000	6.181000e-005
6.182000000000678e-005	1.760799e+000	6.182000e-005
6.183000000000677e-005	1.760559e+000	6.183000e-005
6.184000000000677e-005	1.760320e+000	6.184000e-005
6.185000000000676e-005	1.760081e+000	6.185000e-005
6.186000000000676e-005	1.759841e+000	6.186000e-005
6.187000000000675e-005	1.759602e+000	6.187000e-005
6.188000000000675e-005	1.759363e+000	6.188000e-005
6.189000000000674e-005	1.759123e+000	6.189000e-005
6.190000000000674e-005	1.758884e+000	6.190000e-005
6.191000000000673e-005	1.758645e+000	6.191000e-005
6.192000000000673e-005	1.758406e+000	6.192000e-005
6.193000000000672e-005	1.758167e+000	6.193000e-005
6.194000000000672e-005	1.757927e+000	6.194000e-005
6.195000000000671e-005	1.757688e+000	6.195000e-005
6.196000000000671e-005	1.757449e+000	6.196000e-005
6.197000000000670e-005	1.757210e+000	6.197000e-005
6.198000000000669e-005	1.756971e+000	6.198000e-005
6.199000000000669e-005	1.756732e+000	6.199000e-005
6.200000000000668e-005	1.756492e+000	6.200000e-005
6.201000000000668e-005	1.756253e+000	6.201000e-005
6.202000000000667e-005	1.756014e+000	6.202000e-005
6.203000000000667e-005	1.755775e+000	6.203000e-005
6.204000000000666e-005	1.755536e+000	6.204000e-005
6.205000000000666e-005	1.755297e+000	6.205000e-005
6.206000000000665e-005	1.755058e+000	6.206000e-005
6.207000000000665e-005	1.754819e+000	6.207000e-005
6.208000000000664e-005	1.754580e+000	6.208000e-005
6.209000000000664e-005	1.754341e+000	6.209000e-005
6.210000000000663e-005	1.754102e+000	6.210000e-005
6.211000000000663e-005	1.753863e+000	6.211000e-005
6.212000000000662e-005	1.753624e+000	6.212000e-005
6.213000000000662e-005	1.753385e+000	6.213000e-005
6.214000000000661e-005	1.753146e+000	6.214000e-005
6.215000000000661e-005	1.752907e+000	6.215000e-005
6.216000000000660e-005	1.752668e+000	6.216000e-005
6.217000000000660e-005	1.752429e+000	6.217000e-005
6.218000000000659e-005	1.752190e+000	6.218000e-005
6.219000000000659e-005	1.751951e+000	6.219000e-005
6.220000000000658e-005	1.751713e+000	6.220000e-005
6.221000000000658e-005	1.751474e+000	6.221000e-005
6.222000000000657e-005	1.751235e+000	6.222000e-005
6.223000000000657e-005	1.750996e+000	6.223000e-005
6.224000000000656e-005	1.750757e+000	6.224000e-005
6.225000000000656e-005	1.750518e+000	6.225000e-005
6.226000000000655e-005	1.750280e+000	6.226000e-005
6.227000000000654e-005	1.750041e+000	6.227000e-005
6.228000000000654e-005	1.749802e+000	6.228000e-005
6.229000000000653e-005	1.749563e+000	6.229000e-005
6.230000000000653e-005	1.749325e+000	6.230000e-005
6.231000000000652e-005	1.749086e+000	6.231000e-005
6.232000000000652e-005	1.748847e+000	6.232000e-005
6.233000000000651e-005	1.748609e+000	6.233000e-005
6.234000000000651e-005	1.748370e+000	6.234000e-005
6.235000000000650e-005	1.748131e+000	6.235000e-005
6.236000000000650e-005	1.747893e+000	6.236000e-005
6.237000000000649e-005	1.747654e+000	6.237000e-005
6.238000000000649e-005	1.747415e+000	6.238000e-005
6.239000000000648e-005	1.747177e+000	6.239000e-005
6.240000000000648e-005	1.746938e+000	6.240000e-005
6.241000000000647e-005	1.746700e+000	6.241000e-005
6.242000000000647e-005	1.746461e+000	6.242000e-005
6.243000000000646e-005	1.746222e+000	6.243000e-005
6.244000000000646e-005	1.745984e+000	6.244000e-005
6.245000000000645e-005	1.745745e+000	6.245000e-005
6.246000000000645e-005	1.745507e+000	6.246000e-005
6.247000000000644e-005	1.745268e+000	6.247000e-005
6.248000000000644e-005	1.745030e+000	6.248000e-005
6.249000000000643e-005	1.744791e+000	6.249000e-005
6.250000000000643e-005	1.744553e+000	6.250000e-005
6.251000000000642e-005	1.744314e+000	6.251000e-005
6.252000000000642e-005	1.744076e+000	6.252000e-005
6.253000000000641e-005	1.743838e+000	6.253000e-005
6.254000000000640e-005	1.743599e+000	6.254000e-005
6.255000000000640e-005	1.743361e+000	6.255000e-005
6.256000000000639e-005	1.743122e+000	6.256000e-005
6.257000000000639e-005	1.742884e+000	6.257000e-005
6.258000000000638e-005	1.742646e+000	6.258000e-005
6.259000000000638e-005	1.742407e+000	6.259000e-005
6.260000000000637e-005	1.742169e+000	6.260000e-005
6.261000000000637e-005	1.741931e+000	6.261000e-005
6.262000000000636e-005	1.741692e+000	6.262000e-005
6.263000000000636e-005	1.741454e+000	6.263000e-005
6.264000000000635e-005	1.741216e+000	6.264000e-005
6.265000000000635e-005	1.740977e+000	6.265000e-005
6.266000000000634e-005	1.740739e+000	6.266000e-005
6.267000000000634e-005	1.740501e+000	6.267000e-005
6.268000000000633e-005	1.740263e+000	6.268000e-005
6.269000000000633e-005	1.740024e+000	6.269000e-005
6.270000000000632e-005	1.739786e+000	6.270000e-005
6.271000000000632e-005	1.739548e+000	6.271000e-005
6.272000000000631e-005	1.739310e+000	6.272000e-005
6.273000000000631e-005	1.739072e+000	6.273000e-005
6.274000000000630e-005	1.738834e+000	6.274000e-005
6.275000000000630e-005	1.738595e+000	6.275000e-005
6.276000000000629e-005	1.738357e+000	6.276000e-005
6.277000000000629e-005	1.738119e+000	6.277000e-005
6.278000000000628e-005	1.737881e+000	6.278000e-005
6.279000000000628e-005	1.737643e+000	6.279000e-005
6.280000000000627e-005	1.737405e+000	6.280000e-005
6.281000000000627e-005	1.737167e+000	6.281000e-005
6.282000000000626e-005	1.736929e+000	6.282000e-005
6.283000000000625e-005	1.736691e+000	6.283000e-005
6.284000000000625e-005	1.736453e+000	6.284000e-005
6.285000000000624e-005	1.736215e+000	6.285000e-005
6.286000000000624e-005	1.735977e+000	6.286000e-005
6.287000000000623e-005	1.735739e+000	6.287000e-005
6.288000000000623e-005	1.735501e+000	6.288000e-005
6.289000000000622e-005	1.735263e+000	6.289000e-005
6.290000000000622e-005	1.735025e+000	6.290000e-005
6.291000000000621e-005	1.734787e+000	6.291000e-005
6.292000000000621e-005	1.734549e+000	6.292000e-005
6.293000000000620e-005	1.734311e+000	6.293000e-005
6.294000000000620e-005	1.734073e+000	6.294000e-005
6.295000000000619e-005	1.733835e+000	6.295000e-005
6.296000000000619e-005	1.733598e+000	6.296000e-005
6.297000000000618e-005	1.733360e+000	6.297000e-005
6.298000000000618e-005	1.733122e+000	6.298000e-005
6.299000000000617e-005	1.732884e+000	6.299000e-005
6.300000000000617e-005	1.732646e+000	6.300000e-005
6.301000000000616e-005	1.732408e+000	6.301000e-005
6.302000000000616e-005	1.732171e+000	6.302000e-005
6.303000000000615e-005	1.731933e+000	6.303000e-005
6.304000000000615e-005	1.731695e+000	6.304000e-005
6.305000000000614e-005	1.731457e+000	6.305000e-005
6.306000000000614e-005	1.731220e+000	6.306000e-005
6.307000000000613e-005	1.730982e+000	6.307000e-005
6.308000000000613e-005	1.730744e+000	6.308000e-005
6.309000000000612e-005	1.730506e+000	6.309000e-005
6.310000000000612e-005	1.730269e+000	6.310000e-005
6.311000000000611e-005	1.730031e+000	6.311000e-005
6.312000000000610e-005	1.729793e+000	6.312000e-005
